ticks (50 tps),lower angle,upper angle,holding angle,system x,acceleration,lower acceleration (shoulder),upper acceleration (elbow),,,,2645,0.640433625,2.596652269,0,0.386776147,5.19E-05,-0.032313652,-0.057495229
2890,0.782482878,1.911967158,0,0.230303327,-4.99E-05,0.215221405,0.61732924,,,,,,,,,,,
2891,0.787078993,1.898925066,0,0.226909213,-5.48E-05,0.229805976,0.652108312,,,,,,,,,,,
2892,0.791967527,1.885190845,0,0.223229911,-5.93E-05,0.244429678,0.686717272,,,,,,,,,,,
2893,0.797149197,1.870768189,0,0.219279003,-6.37E-05,0.25908339,0.721136451,,,,,,,,,,,
2894,0.802623943,1.85566175,0,0.215073381,-6.78E-05,0.273740709,0.755328,,,,,,,,,,,
2895,0.808392421,1.839876056,0,0.21062463,-7.17E-05,0.288425416,0.789288521,,,,,,,,,,,
2896,0.814454571,1.82341671,0,0.205946562,-7.53E-05,0.303106427,0.822970927,,,,,,,,,,,
2897,0.820810215,1.806289196,0,0.201053607,-7.88E-05,0.317780197,0.856377125,,,,,,,,,,,
2898,0.827459113,1.788499713,0,0.195958113,-8.20E-05,0.332445711,0.889480591,,,,,,,,,,,
2899,0.834400908,1.770054817,0,0.190671514,-8.51E-05,0.347092211,0.92225796,,,,,,,,,,,
2900,0.841635183,1.750960946,0,0.185205008,-8.79E-05,0.36171478,0.954699337,,,,,,,,,,,
2901,0.849161045,1.731225491,0,0.179569866,-9.06E-05,0.37629503,0.986779511,,,,,,,,,,,
2902,0.856977657,1.71085608,0,0.173774959,-9.31E-05,0.390834779,1.018479943,,,,,,,,,,,
2903,0.865083949,1.689860463,0,0.167829365,-9.55E-05,0.405316085,1.049793482,,,,,,,,,,,
2904,0.873478548,1.668246865,0,0.161741788,-9.78E-05,0.419734806,1.080694914,,,,,,,,,,,
2905,0.882160024,1.64602387,0,0.155518831,-9.99E-05,0.43407473,1.111162066,,,,,,,,,,,
2906,0.891126589,1.623200536,0,0.149167013,-0.000101968,0.448329329,1.141180515,,,,,,,,,,,
2907,0.900376217,1.599786162,0,0.142692449,-0.000103905,0.462486476,1.170731425,,,,,,,,,,,
2908,0.909906642,1.575790763,0,0.136099304,-0.000105772,0.476527005,1.199785471,,,,,,,,,,,
2909,0.919715361,1.55122447,0,0.129391588,-0.000107575,0.490440309,1.228333831,,,,,,,,,,,
2910,0.929799453,1.526098132,0,0.122572803,-0.000109321,0.504206121,1.256334782,,,,,,,,,,,
2911,0.940155582,1.500423074,0,0.115646704,-0.000111005,0.517809987,1.283764005,,,,,,,,,,,
2912,0.95078011,1.474211454,0,0.108615014,-0.000112661,0.531233907,1.310602427,,,,,,,,,,,
2913,0.961669103,1.447475791,0,0.101478972,-0.000114295,0.544454813,1.336805582,,,,,,,,,,,
2914,0.972817973,1.420229316,0,0.094241427,-0.000115883,0.557450831,1.362345934,,,,,,,,,,,
2915,0.984221892,1.392486334,0,0.086901712,-0.000117481,0.570203722,1.387174726,,,,,,,,,,,
2916,0.995875315,1.364261866,0,0.079461319,-0.000119053,0.582675219,1.411253214,,,,,,,,,,,
2917,1.007771985,1.335571885,0,0.071923176,-0.000120578,0.59483999,1.434525251,,,,,,,,,,,
2918,1.019905285,1.30643332,0,0.064288252,-0.000122086,0.60667026,1.456949592,,,,,,,,,,,
2919,1.032267884,1.276864648,0,0.056556699,-0.000123591,0.618136644,1.478460193,,,,,,,,,,,
2920,1.044851617,1.24688518,0,0.048731811,-0.000125042,0.629193604,1.498997688,,,,,,,,,,,
2921,1.057647721,1.216515899,0,0.040814499,-0.000126478,0.639811993,1.518502116,,,,,,,,,,,
2922,1.070646481,1.185778618,0,0.032810198,-0.000127826,0.649947345,1.536895514,,,,,,,,,,,
2923,1.083837316,1.154697537,0,0.02472186,-0.000129127,0.659550607,1.554088831,,,,,,,,,,,
2924,1.097208844,1.123297691,0,0.016555624,-0.000130328,0.66858691,1.57002306,,,,,,,,,,,
2925,1.110748605,1.091606617,0,0.008316798,-0.000131444,0.676998079,1.584588766,,,,,,,,,,,
2926,1.124443279,1.059653163,0,1.27E-05,-0.000132441,0.684744179,1.597711086,,,,,,,,,,,
2927,1.138278321,1.027468085,0,-0.008346102,-0.000133268,0.691762805,1.609289885,,,,,,,,,,,
2928,1.152238176,0.995084524,0,-0.016749708,-0.000133938,0.698004127,1.619216442,,,,,,,,,,,
2929,1.166306273,0.96253711,0,-0.025185244,-0.000134404,0.703418195,1.627408981,,,,,,,,,,,
2930,1.180464969,0.929862797,0,-0.033639656,-0.00013466,0.707945704,1.633756161,,,,,,,,,,,
2931,1.19469534,0.897100627,0,-0.042096344,-0.000134652,0.711532474,1.638146639,,,,,,,,,,,
2932,1.208977596,0.864291549,0,-0.050538847,-0.000134382,0.714124918,1.640493393,,,,,,,,,,,
2933,1.223290728,0.831478596,0,-0.058947637,-0.000133801,0.71566999,1.640688896,,,,,,,,,,,
2934,1.23761283,0.798706532,0,-0.067302026,-0.000132891,0.716114998,1.63863945,,,,,,,,,,,
2935,1.251920776,0.766022086,0,-0.075577488,-0.000131591,0.71541065,1.634257793,,,,,,,,,,,
2936,1.266190992,0.73347348,0,-0.083752107,-0.000129944,0.713521004,1.627465606,,,,,,,,,,,
2937,1.280398742,0.701110482,0,-0.091798663,-0.000127867,0.710401356,1.618185997,,,,,,,,,,,
2938,1.294518934,0.668984056,0,-0.099692016,-0.00012539,0.706021309,1.606362224,,,,,,,,,,,
2939,1.308525906,0.637145638,0,-0.107403185,-0.000122455,0.700358927,1.591956019,,,,,,,,,,,
2940,1.322393493,0.605647802,0,-0.114903078,-0.000119062,0.693391263,1.574926853,,,,,,,,,,,
2941,1.336095558,0.574543118,0,-0.122163144,-0.000115218,0.685114026,1.555264473,,,,,,,,,,,
2942,1.34960583,0.543884277,0,-0.12915395,-0.000110909,0.67552495,1.532975197,,,,,,,,,,,
2943,1.36289841,0.513723254,0,-0.135846907,-0.000106148,0.664639711,1.508084297,,,,,,,,,,,
2944,1.3759477,0.484111071,0,-0.142212091,-0.000100917,0.652473569,1.48063612,,,,,,,,,,,
2945,1.388728739,0.455097765,0,-0.148222061,-9.53E-05,0.639061153,1.450692654,,,,,,,,,,,
2946,1.401217313,0.426731527,0,-0.153848665,-8.91E-05,0.624437034,1.418334723,,,,,,,,,,,
2947,1.413390354,0.39905864,0,-0.159067448,-8.27E-05,0.608659267,1.383667469,,,,,,,,,,,
2948,1.425225855,0.372122735,0,-0.163852714,-7.58E-05,0.591781378,1.34681654,,,,,,,,,,,
2949,1.436703221,0.345964909,0,-0.168182335,-6.85E-05,0.573874176,1.307909966,,,,,,,,,,,
2950,1.447803327,0.320623189,0,-0.172035566,-6.10E-05,0.555011511,1.267105579,,,,,,,,,,,
2951,1.458508768,0.296132118,0,-0.175393891,-5.31E-05,0.535277367,1.224569678,,,,,,,,,,,
2952,1.468803817,0.272522837,0,-0.178240875,-4.50E-05,0.514757216,1.180478573,,,,,,,,,,,
2953,1.478674562,0.24982278,0,-0.180562218,-3.67E-05,0.493541181,1.135016441,,,,,,,,,,,
2954,1.48810909,0.228055373,0,-0.182346331,-2.82E-05,0.471730322,1.088380933,,,,,,,,,,,
2955,1.497097441,0.207240164,0,-0.183584463,-1.96E-05,0.44942084,1.04077065,,,,,,,,,,,
2956,1.505631612,0.187392592,0,-0.184269526,-1.08E-05,0.426711559,0.992387056,,,,,,,,,,,
2957,1.513705594,0.168524146,0,-0.184397344,-2.02E-06,0.403701246,0.943431079,,,,,,,,,,,
2958,1.521315356,0.150642186,0,-0.183965532,6.82E-06,0.380490005,0.894103765,,,,,,,,,,,
2959,1.528458887,0.133750081,0,-0.182974708,1.56E-05,0.357178181,0.844610453,,,,,,,,,,,
2960,1.535136023,0.117847294,0,-0.181426877,2.44E-05,0.333857894,0.795144081,,,,,,,,,,,
2961,1.541348548,0.102929384,0,-0.179326683,3.31E-05,0.310627401,0.745899677,,,,,,,,,,,
2962,1.547100115,0.088988066,0,-0.176680773,4.17E-05,0.287579209,0.697068691,,,,,,,,,,,
2963,1.552396058,0.076011598,0,-0.173497581,5.02E-05,0.264797777,0.648826122,,,,,,,,,,,
2964,1.557243491,0.063984536,0,-0.169787255,5.84E-05,0.242372125,0.601355076,,,,,,,,,,,
2965,1.56165114,0.05288817,0,-0.16556201,6.65E-05,0.22038281,0.554820061,,,,,,,,,,,
2966,1.565629217,0.042700555,0,-0.160834722,7.44E-05,0.198904157,0.509381831,,,,,,,,,,,
2967,1.569189512,0.033396665,0,-0.155620903,8.20E-05,0.178014919,0.465195656,,,,,,,,,,,
2968,1.572345571,0.024948454,0,-0.149941336,8.93E-05,0.157784685,0.422411263,,,,,,,,,,,
2969,1.575110749,0.017325155,0,-0.143799783,9.66E-05,0.138280377,0.381165445,,,,,,,,,,,
2970,1.577502088,0.010493275,0,-0.137230461,0.000103279,0.119565062,0.341594458,,,,,,,,,,,
2971,1.579536275,0.004416835,0,-0.130249979,0.000109707,0.101699851,0.303822339,,,,,,,,,,,
2972,1.581230954,-0.000942707,0,-0.122872901,0.000115903,0.084741235,0.26796782,,,,,,,,,,,
2973,1.582606153,-0.005625725,0,-0.115133183,0.000121562,0.068741158,0.234140068,,,,,,,,,,,
2974,1.583680944,-0.009674549,0,-0.107042649,0.000127031,0.053748846,0.202444464,,,,,,,,,,,
2975,1.584477262,-0.013134003,0,-0.098634951,0.00013197,0.039811321,0.172977626,,,,,,,,,,,
2976,1.585016565,-0.016050339,0,-0.089930284,0.000136588,0.026967846,0.145826146,,,,,,,,,,,
2977,1.58532174,-0.018471718,0,-0.080956275,0.000140768,0.015259838,0.121074714,,,,,,,,,,,
2978,1.585416154,-0.020447731,0,-0.071738824,0.00014454,0.004721908,0.098795652,,,,,,,,,,,
2979,1.585323648,-0.022028923,0,-0.062304627,0.000147892,-0.004615227,0.079055667,,,,,,,,,,,
2980,1.585069493,-0.023267269,0,-0.052690373,0.000150667,-0.01272379,0.061912991,,,,,,,,,,,
2981,1.584677533,-0.024215698,0,-0.042910209,0.000153216,-0.019579167,0.047418185,,,,,,,,,,,
2982,1.58417447,-0.024928093,0,-0.033008322,0.000155071,-0.02516,0.035616808,,,,,,,,,,,
2983,1.583585576,-0.025458813,0,-0.023008878,0.000156549,-0.029452208,0.026544839,,,,,,,,,,,
2984,1.582936601,-0.025863171,0,-0.012936885,0.000157633,-0.032441229,0.020225488,,,,,,,,,,,
2985,1.582254247,-0.026196957,0,-0.002826545,0.000158182,-0.034116693,0.016679503,,,,,,,,,,,
2986,1.58156474,-0.026515007,0,0.007288761,0.000158208,-0.034476724,0.015915059,,,,,,,,,,,
2987,1.580894307,-0.026874065,0,0.017385652,0.000157868,-0.033519763,0.017937947,,,,,,,,,,,
2988,1.580269651,-0.027328968,0,0.027424876,0.000156916,-0.031249041,0.022740094,,,,,,,,,,,
2989,1.579716043,-0.027935028,0,0.03738719,0.000155662,-0.027669884,0.03030448,,,,,,,,,,,
2990,1.579260186,-0.028747082,0,0.047233306,0.000153795,-0.02279385,0.040614471,,,,,,,,,,,
2991,1.578927354,-0.029819965,0,0.056941435,0.000151591,-0.016637143,0.053631637,,,,,,,,,,,
2992,1.578743295,-0.031206131,0,0.066471404,0.00014876,-0.009214506,0.069322117,,,,,,,,,,,
2993,1.578731851,-0.032958984,0,0.075811372,0.000145747,-0.000553272,0.087636076,,,,,,,,,,,
2994,1.578918771,-0.035129547,0,0.084913571,0.000141992,0.009323299,0.108518541,,,,,,,,,,,
2995,1.57932599,-0.03776741,0,0.093769387,0.000138105,0.020383663,0.131902844,,,,,,,,,,,
2996,1.579978303,-0.040921688,0,0.102332579,0.000133498,0.03259334,0.157720134,,,,,,,,,,,
2997,1.580896215,-0.044639587,0,0.110599357,0.000128836,0.04591589,0.185889557,,,,,,,,,,,
2998,1.582102613,-0.048965931,0,0.118524091,0.000123464,0.060309101,0.216327503,,,,,,,,,,,
2999,1.583617047,-0.053944588,0,0.126096867,0.000117944,0.075727127,0.2489326,,,,,,,,,,,
3000,1.585459546,-0.059617043,0,0.133289232,0.000111983,0.092122383,0.283609211,,,,,,,,,,,
3001,1.587641076,-0.066011429,0,0.140113412,0.000106216,0.109065384,0.319717109,,,,,,,,,,,
3002,1.590185956,-0.07317543,0,0.146520426,9.97E-05,0.127255067,0.358201146,,,,,,,,,,,
3003,1.593111352,-0.081143379,0,0.152478532,9.27E-05,0.146263644,0.398413599,,,,,,,,,,,
3004,1.596431569,-0.089947701,0,0.157980657,8.56E-05,0.166017905,0.440218687,,,,,,,,,,,
3005,1.600160913,-0.099617481,0,0.163001824,7.81E-05,0.18645744,0.483481467,,,,,,,,,,,
3006,1.604310826,-0.110178471,0,0.167534122,7.04E-05,0.207508177,0.528049588,,,,,,,,,,,
3007,1.608892755,-0.121654034,0,0.171556649,6.25E-05,0.22909677,0.573771119,,,,,,,,,,,
3008,1.613915757,-0.134063721,0,0.175057142,5.44E-05,0.25114584,0.620484233,,,,,,,,,,,
3009,1.619386987,-0.147423744,0,0.178028589,4.61E-05,0.273573637,0.668022215,,,,,,,,,,,
3010,1.625313119,-0.161747932,0,0.18045669,3.77E-05,0.296294242,0.716209292,,,,,,,,,,,
3011,1.631697492,-0.177045345,0,0.18234231,2.93E-05,0.31922093,0.764864802,,,,,,,,,,,
3012,1.638542489,-0.193321228,0,0.183677305,2.07E-05,0.342263311,0.813802242,,,,,,,,,,,
3013,1.645849065,-0.210577488,0,0.184452826,1.20E-05,0.365325868,0.862830579,,,,,,,,,,,
3014,1.653615312,-0.228812695,0,0.184676716,3.47E-06,0.38831538,0.911756039,,,,,,,,,,,
3015,1.661837892,-0.248020172,0,0.184346135,-5.12E-06,0.41113472,0.960379243,,,,,,,,,,,
3016,1.67051156,-0.268189907,0,0.183463302,-1.37E-05,0.433683544,1.008499384,,,,,,,,,,,
3017,1.679629163,-0.289308071,0,0.182033011,-2.21E-05,0.455866337,1.055922747,,,,,,,,,,,
3018,1.689180688,-0.311357021,0,0.180074189,-3.03E-05,0.477586687,1.102445483,,,,,,,,,,,
3019,1.699155645,-0.334313869,0,0.177583648,-3.85E-05,0.498745441,1.147873163,,,,,,,,,,,
3020,1.709540204,-0.35815382,0,0.17458798,-4.63E-05,0.519248188,1.192016125,,,,,,,,,,,
3021,1.720320539,-0.382847309,0,0.171088506,-5.41E-05,0.539007187,1.234690428,,,,,,,,,,,
3022,1.731479005,-0.408361912,0,0.167117151,-6.14E-05,0.557936311,1.275726318,,,,,,,,,,,
3023,1.74299796,-0.434660435,0,0.162680814,-6.86E-05,0.575953484,1.314956188,,,,,,,,,,,
3024,1.754857377,-0.461704731,0,0.157809557,-7.53E-05,0.592983842,1.35223341,,,,,,,,,,,
3025,1.767036752,-0.489452362,0,0.152516847,-8.18E-05,0.608965874,1.387418032,,,,,,,,,,,
3026,1.779513196,-0.517859936,0,0.146839289,-8.77E-05,0.623834252,1.420395613,,,,,,,,,,,
3027,1.792263822,-0.546880722,0,0.140796271,-9.33E-05,0.637540936,1.451056123,,,,,,,,,,,
3028,1.80526431,-0.57646656,0,0.134416701,-9.84E-05,0.650045693,1.479319572,,,,,,,,,,,
3029,1.818490819,-0.606568336,0,0.127718952,-0.00010332,0.661315203,1.505120158,,,,,,,,,,,
3030,1.831917123,-0.637135983,0,0.120744524,-0.000107553,0.671331525,1.528413296,,,,,,,,,,,
3031,1.845518426,-0.668118477,0,0.113513398,-0.000111476,0.680076659,1.549164057,,,,,,,,,,,
3032,1.859268979,-0.699465275,0,0.106059057,-0.00011488,0.68754971,1.567367077,,,,,,,,,,,
3033,1.873143987,-0.731124878,0,0.098399507,-0.000118005,0.693760395,1.583030105,,,,,,,,,,,
3034,1.887118177,-0.763047695,0,0.090567704,-0.000120622,0.698714554,1.596172571,,,,,,,,,,,
3035,1.901166753,-0.795183659,0,0.082589133,-0.000122844,0.702437818,1.606837988,,,,,,,,,,,
3036,1.915265874,-0.827484608,0,0.074487898,-0.000124692,0.704959035,1.615077138,,,,,,,,,,,
3037,1.929391698,-0.859902859,0,0.066290832,-0.000126127,0.706312299,1.620944262,,,,,,,,,,,
3038,1.94352229,-0.892392159,0,0.058010716,-0.000127366,0.706534684,1.624523878,,,,,,,,,,,
3039,1.95763524,-0.924909592,0,0.049681644,-0.000128079,0.705675006,1.625889778,,,,,,,,,,,
3040,1.971710519,-0.957411289,0,0.041307793,-0.000128726,0.703773618,1.625129938,,,,,,,,,,,
3041,1.985728101,-0.989857197,0,0.032911609,-0.00012903,0.700877488,1.622332335,,,,,,,,,,,
3042,1.999668912,-1.022208214,0,0.024510274,-0.000129069,0.697050869,1.617594004,,,,,,,,,,,
3043,2.013515309,-1.054427624,0,0.016117072,-0.000128904,0.692329049,1.611011386,,,,,,,,,,,
3044,2.027250127,-1.086480618,0,0.007749554,-0.000128469,0.686770082,1.602672219,,,,,,,,,,,
3045,2.040858583,-1.118333817,0,-0.00059255,-0.000128038,0.680435002,1.592688918,,,,,,,,,,,
3046,2.054325895,-1.14995575,0,-0.008899855,-0.000127464,0.673355043,1.58113122,,,,,,,,,,,
3047,2.067637281,-1.181316853,0,-0.017153774,-0.000126605,0.665596724,1.568098783,,,,,,,,,,,
3048,2.080781297,-1.212389946,0,-0.025358847,-0.000125817,0.657200098,1.553682446,,,,,,,,,,,
3049,2.093745069,-1.243148327,0,-0.033501424,-0.00012482,0.648210466,1.537960529,,,,,,,,,,,
3050,2.106518583,-1.273567677,0,-0.041585574,-0.000123884,0.638673604,1.521008134,,,,,,,,,,,
3051,2.119090871,-1.303625107,0,-0.049598491,-0.000122754,0.62863481,1.502904892,,,,,,,,,,,
3052,2.131453351,-1.333298683,0,-0.05754552,-0.000121707,0.61812222,1.483703732,,,,,,,,,,,
3053,2.143596963,-1.362567902,0,-0.065419933,-0.000120556,0.607186079,1.463490248,,,,,,,,,,,
3054,2.155513601,-1.391413689,0,-0.073217136,-0.000119335,0.595856965,1.442312121,,,,,,,,,,,
3055,2.167197065,-1.419817448,0,-0.080946887,-0.000118265,0.584164619,1.420229912,,,,,,,,,,,
3056,2.178639726,-1.447762966,0,-0.088594813,-0.000116976,0.572139263,1.397281766,,,,,,,,,,,
3057,2.189835862,-1.475232601,0,-0.096167563,-0.000115791,0.559812486,1.373521924,,,,,,,,,,,
3058,2.200779752,-1.502212048,0,-0.103657963,-0.000114496,0.54720968,1.34900558,,,,,,,,,,,
3059,2.211466626,-1.528686523,0,-0.111067225,-0.000113221,0.534355819,1.323746324,,,,,,,,,,,
3060,2.221892194,-1.5546422,0,-0.118395429,-0.000111947,0.521266341,1.297795534,,,,,,,,,,,
3061,2.23205121,-1.58006525,0,-0.125632158,-0.000110515,0.507971883,1.271183252,,,,,,,,,,,
3062,2.241940812,-1.604943752,0,-0.132779795,-0.000109119,0.494486064,1.24392736,,,,,,,,,,,
3063,2.251557187,-1.629264355,0,-0.139834727,-0.000107671,0.480823576,1.216069222,,,,,,,,,,,
3064,2.260897473,-1.653016567,0,-0.146790599,-0.000106125,0.467011601,1.187627554,,,,,,,,,,,
3065,2.26995881,-1.676188946,0,-0.153642039,-0.000104497,0.453055769,1.158623457,,,,,,,,,,,
3066,2.278738336,-1.698770523,0,-0.160380312,-0.000102738,0.438973039,1.129077673,,,,,,,,,,,
3067,2.287233667,-1.720750332,0,-0.166998731,-0.00010088,0.424773812,1.099007845,,,,,,,,,,,
3068,2.295442895,-1.742118359,0,-0.173489868,-9.89E-05,0.410469413,1.068427682,,,,,,,,,,,
3069,2.303364591,-1.76286602,0,-0.179844398,-9.68E-05,0.396081418,1.037382126,,,,,,,,,,,
3070,2.31099637,-1.782982826,0,-0.186049029,-9.45E-05,0.381610543,1.005854845,,,,,,,,,,,
3071,2.318337754,-1.802460194,0,-0.192098712,-9.21E-05,0.367068142,0.973885536,,,,,,,,,,,
3072,2.325386838,-1.821289539,0,-0.197975776,-8.94E-05,0.352457076,0.941475391,,,,,,,,,,,
3073,2.332143144,-1.83946228,0,-0.203672261,-8.67E-05,0.337809026,0.908651769,,,,,,,,,,,
3074,2.338605241,-1.856970787,0,-0.209169302,-8.36E-05,0.323101729,0.875430584,,,,,,,,,,,
3075,2.344772653,-1.87380743,0,-0.214454254,-8.04E-05,0.308366746,0.841831684,,,,,,,,,,,
3076,2.350644426,-1.889964581,0,-0.219509966,-7.68E-05,0.293602854,0.807867408,,,,,,,,,,,
3077,2.356221036,-1.905436039,0,-0.224325626,-7.32E-05,0.278823286,0.773578942,,,,,,,,,,,
3078,2.361501531,-1.920215607,0,-0.228879407,-6.92E-05,0.26402989,0.738964677,,,,,,,,,,,
3079,2.36648591,-1.934296608,0,-0.233157067,-6.50E-05,0.249229655,0.704060495,,,,,,,,,,,
3080,2.371174649,-1.947674274,0,-0.237143153,-6.05E-05,0.23443839,0.668890059,,,,,,,,,,,
3081,2.375568227,-1.960343838,0,-0.240822094,-5.58E-05,0.219659105,0.633472443,,,,,,,,,,,
3082,2.379666166,-1.972301006,0,-0.244170744,-5.08E-05,0.204899713,0.597843945,,,,,,,,,,,
3083,2.383469419,-1.983541489,0,-0.247176191,-4.56E-05,0.190173477,0.562037468,,,,,,,,,,,
3084,2.386979417,-1.994062901,0,-0.249825148,-4.02E-05,0.175481141,0.526080608,,,,,,,,,,,
3085,2.39019616,-2.003863335,0,-0.252094226,-3.44E-05,0.160840884,0.490005612,,,,,,,,,,,
3086,2.39312108,-2.01293993,0,-0.253972439,-2.85E-05,0.146254033,0.453843832,,,,,,,,,,,
3087,2.395755605,-2.021293163,0,-0.25544305,-2.23E-05,0.131738484,0.417646945,,,,,,,,,,,
3088,2.398101644,-2.028921604,0,-0.256497227,-1.60E-05,0.117290348,0.381435484,,,,,,,,,,,
3089,2.40016015,-2.035826683,0,-0.25711544,-9.36E-06,0.102932781,0.345258951,,,,,,,,,,,
3090,2.401933507,-2.042010307,0,-0.257288098,-2.61E-06,0.088677585,0.309164137,,,,,,,,,,,
3091,2.4034241,-2.047473907,0,-0.257007807,4.24E-06,0.07452596,0.273191184,,,,,,,,,,,
3092,2.404634313,-2.052221775,0,-0.256263343,1.13E-05,0.060498066,0.2373873,,,,,,,,,,,
3093,2.405566053,-2.056257725,0,-0.25504284,1.85E-05,0.046596028,0.201791197,,,,,,,,,,,
3094,2.406223134,-2.059586525,0,-0.253346697,2.56E-05,0.032846145,0.166457236,,,,,,,,,,,
3095,2.406607942,-2.062215328,0,-0.251163389,3.30E-05,0.019245606,0.131435573,,,,,,,,,,,
3096,2.40672429,-2.06415081,0,-0.248493203,4.03E-05,0.005820462,0.096777551,,,,,,,,,,,
3097,2.406575994,-2.065401554,0,-0.245334706,4.77E-05,-0.007411361,0.062531248,,,,,,,,,,,
3098,2.406166867,-2.06597662,0,-0.241687299,5.51E-05,-0.020459341,0.028746141,,,,,,,,,,,
3099,2.405501203,-2.065886498,0,-0.237552588,6.24E-05,-0.033282444,-0.00451657,,,,,,,,,,,
3100,2.404583768,-2.065142155,0,-0.232936022,6.96E-05,-0.045882661,-0.037211709,,,,,,,,,,,
3101,2.403418855,-2.063756466,0,-0.227838181,7.69E-05,-0.05823563,-0.069279768,,,,,,,,,,,
3102,2.402012185,-2.061743259,0,-0.222268674,8.40E-05,-0.070330888,-0.100672051,,,,,,,,,,,
3103,2.400369481,-2.059116364,0,-0.216238512,9.09E-05,-0.082146533,-0.13133356,,,,,,,,,,,
3104,2.398495988,-2.055892468,0,-0.209751878,9.77E-05,-0.093671985,-0.161206245,,,,,,,,,,,
3105,2.396398381,-2.052087784,0,-0.202824234,0.000104344,-0.104880191,-0.190243423,,,,,,,,,,,
3106,2.39408286,-2.047719479,0,-0.195467332,0.000110773,-0.115771778,-0.218394399,,,,,,,,,,,
3107,2.391556577,-2.042808056,0,-0.187694131,0.000117006,-0.126310095,-0.245586827,,,,,,,,,,,
3108,2.388827161,-2.037372112,0,-0.17952492,0.000122929,-0.136488438,-0.271792114,,,,,,,,,,,
3109,2.385901288,-2.031433105,0,-0.170969233,0.000128705,-0.146281362,-0.296951294,,,,,,,,,,,
3110,2.382787542,-2.02501297,0,-0.16204879,0.000134151,-0.155686334,-0.321017385,,,,,,,,,,,
3111,2.379494504,-2.018134117,0,-0.152784869,0.000139274,-0.164661139,-0.3439309,,,,,,,,,,,
3112,2.376030282,-2.010821342,0,-0.143191373,0.000144181,-0.173201263,-0.365639716,,,,,,,,,,,
3113,2.372404412,-2.003098965,0,-0.133292711,0.000148722,-0.181291848,-0.386124313,,,,,,,,,,,
3114,2.368626432,-1.994992733,0,-0.123110602,0.000152934,-0.188904151,-0.405311942,,,,,,,,,,,
3115,2.364705877,-1.986529827,0,-0.112663821,0.000156862,-0.196022868,-0.423163325,,,,,,,,,,,
3116,2.360653714,-1.977736473,0,-0.101982456,0.000160336,-0.202630877,-0.439646691,,,,,,,,,,,
3117,2.356479005,-1.968642712,0,-0.091075615,0.00016367,-0.20871006,-0.454705596,,,,,,,,,,,
3118,2.352194623,-1.959276199,0,-0.079982843,0.000166407,-0.214238703,-0.468316913,,,,,,,,,,,
3119,2.347810582,-1.949667454,0,-0.068717616,0.000168943,-0.219195977,-0.480422437,,,,,,,,,,,
3120,2.34333928,-1.939847469,0,-0.057308261,0.000171053,-0.223576725,-0.491007686,,,,,,,,,,,
3121,2.338792161,-1.92984724,0,-0.045775604,0.000172848,-0.227353007,-0.500025749,,,,,,,,,,,
3122,2.3341821,-1.919698238,0,-0.034148774,0.000174205,-0.230509639,-0.507450223,,,,,,,,,,,
3123,2.329521493,-1.909433365,0,-0.022449623,0.000175235,-0.233023882,-0.513244569,,,,,,,,,,,
3124,2.324823693,-1.899085522,0,-0.010705888,0.000175848,-0.234895885,-0.517392218,,,,,,,,,,,
3125,2.320101575,-1.888688087,0,0.001060127,0.000176126,-0.236105904,-0.519859731,,,,,,,,,,,
3126,2.315368966,-1.878275394,0,0.012822257,0.000176015,-0.236636832,-0.520638227,,,,,,,,,,,
3127,2.310639218,-1.867881775,0,0.024558849,0.000175579,-0.236476317,-0.519696414,,,,,,,,,,,
3128,2.305927114,-1.857541084,0,0.03623754,0.000174658,-0.235610306,-0.517027736,,,,,,,,,,,
3129,2.301246003,-1.847289085,0,0.047841822,0.000173491,-0.234044373,-0.512616515,,,,,,,,,,,
3130,2.296611146,-1.837159634,0,0.059337479,0.000171813,-0.231751025,-0.506459951,,,,,,,,,,,
3131,2.29203637,-1.827188492,0,0.070706236,0.000169865,-0.228743702,-0.498550862,,,,,,,,,,,
3132,2.287535981,-1.817410946,0,0.081926008,0.000167586,-0.225007832,-0.488892406,,,,,,,,,,,
3133,2.283125238,-1.807860851,0,0.092964714,0.00016483,-0.220531449,-0.477489114,,,,,,,,,,,
3134,2.278818444,-1.798573971,0,0.103802693,0.000161782,-0.215344012,-0.464356124,,,,,,,,,,,
3135,2.274629907,-1.789583683,0,0.114415131,0.000158366,-0.209421635,-0.449498773,,,,,,,,,,,
3136,2.270574407,-1.780925274,0,0.124778577,0.000154601,-0.202779025,-0.432939053,,,,,,,,,,,
3137,2.266666249,-1.772631168,0,0.134866591,0.000150445,-0.195422575,-0.414701968,,,,,,,,,,,
3138,2.262918786,-1.764734745,0,0.144662791,0.000146048,-0.187369838,-0.394821048,,,,,,,,,,,
3139,2.259346322,-1.757267952,0,0.154139856,0.000141246,-0.178624913,-0.373336375,,,,,,,,,,,
3140,2.255962209,-1.75026226,0,0.163276748,0.000136133,-0.169203669,-0.350276709,,,,,,,,,,,
3141,2.252779798,-1.743748665,0,0.1720511,0.00013069,-0.159126133,-0.325698376,,,,,,,,,,,
3142,2.24981101,-1.737755299,0,0.180444401,0.000124976,-0.14842923,-0.299656391,,,,,,,,,,,
3143,2.247068719,-1.732311249,0,0.18843256,0.000118906,-0.137117237,-0.272193074,,,,,,,,,,,
