lower angle,upper angle,holding angle,system x,acceleration,ticks (50 tps),
0.805906252065,2.72995567322,0,-6.08838093985e-06,-1.23088439095e-09,17956,
0.805905596414,2.72995567322,0,-2.11053549926e-06,9.65715437066e-10,17957,
0.80590464274,2.72995615005,0,5.59869162498e-06,1.87158253103e-09,17958,
0.805904225507,2.7299554348,0,5.24514441658e-06,-8.5826952781e-11,17959,
0.805904225507,2.72995376587,0,-1.48627305041e-06,-1.63403208697e-09,17960,
0.805904165902,2.72995209694,0,-7.85603913833e-06,-1.54616283102e-09,17961,
0.805903152623,2.72995281219,0,1.17644619024e-06,2.19238595358e-09,17962,
0.805902318158,2.72995281219,0,6.23918170906e-06,1.22877665428e-09,17963,
0.80590207974,2.7299516201,0,2.87757458928e-06,-8.15854156472e-10,17964,
0.80590207974,2.72994995117,0,-3.85374644285e-06,-1.6335920337e-09,17965,
0.805901841321,2.7299489975,0,-6.25369879792e-06,-5.82403444487e-10,17966,
0.805900947252,2.72994923592,0,1.32304564637e-07,1.54963107628e-09,17967,
0.805899933973,2.72995018959,0,1.01263865178e-05,2.42504564165e-09,17968,
0.805899695554,2.72994852066,0,4.84162913139e-06,-1.28227107407e-09,17969,
0.805900112787,2.72994613647,0,-7.30580352215e-06,-2.94725117311e-09,17970,
0.805899635949,2.7299451828,0,-8.25918011227e-06,-2.31299633759e-10,17971,
0.805898503461,2.72994613647,0,2.45814770228e-06,2.60000935787e-09,17972,
0.805897668996,2.72994661331,0,9.44413103099e-06,1.69470378066e-09,17973,
0.805897609391,2.7299451828,0,4.03618461231e-06,-1.3118268335e-09,17974,
0.80589784781,2.72994279861,0,-7.02624691762e-06,-2.68332141694e-09,17975,
0.805897490182,2.72994208336,0,-7.74123059166e-06,-1.73418750708e-10,17976,
0.805896298089,2.72994303703,0,3.33771237493e-06,2.68705244527e-09,17977,
0.80589540402,2.72994327545,0,9.72374081343e-06,1.54876817073e-09,17978,
0.80589540402,2.72994160652,0,2.99266280379e-06,-1.63236744884e-09,17979,
0.805895523229,2.72993946075,0,-6.38480403747e-06,-2.27403338024e-09,17980,
0.805895105996,2.7299387455,0,-6.73810477991e-06,-8.56709774829e-11,17981,
0.805894092717,2.72993946075,0,2.29435629961e-06,2.19014643046e-09,17982,
0.805893139043,2.72994017601,0,1.0965177017e-05,2.10234990708e-09,17983,
0.805893317857,2.72993779182,0,2.6458561031e-07,-2.59436129664e-09,17984,
0.805893377462,2.72993612289,0,-6.82800353324e-06,-1.719512986e-09,17985,
0.805892781415,2.72993564606,0,-5.13479015307e-06,4.10478348543e-10,17986,
0.805891827741,2.72993612289,0,2.57447031071e-06,1.86882705459e-09,17987,
0.805890933671,2.72993636131,0,8.96053236588e-06,1.5479875788e-09,17988,
0.805890933671,2.72993469238,0,2.22963855112e-06,-1.63149172905e-09,17989,
0.805891052881,2.72993254662,0,-7.14759945808e-06,-2.27281963699e-09,17990,
0.805890456834,2.7299323082,0,-4.49279069148e-06,6.43429699806e-10,17991,
0.805889562764,2.72993278503,0,2.85483891638e-06,1.78070927789e-09,17992,
0.805888668695,2.72993302345,0,9.24091695342e-06,1.54759664364e-09,17993,
0.805888966718,2.72993063927,0,-2.18269176244e-06,-2.76824759714e-09,17994,
0.805888907113,2.72992920876,0,-7.59028673514e-06,-1.31033885585e-09,17995,
0.805888072648,2.72992944717,0,-1.56582495059e-06,1.45974029103e-09,17996,
0.805886999765,2.72993016243,0,7.82825127743e-06,2.27608929289e-09,17997,
0.805886701741,2.72992944717,0,6.751836791e-06,-2.60791047495e-10,17998,
0.805887059369,2.72992682457,0,-5.99482044272e-06,-3.08807116157e-09,17999,
0.805886880555,2.7299258709,0,-8.75600619654e-06,-6.68905212539e-10,18000,
0.805885867276,2.72992658615,0,2.76435042856e-07,2.18802336019e-09,18001,
0.805884734788,2.72992753983,0,1.09936678028e-05,2.59601597109e-09,18002,
0.805884555974,2.72992634773,0,7.27097511266e-06,-9.01692753958e-10,18003,
0.805885152021,2.72992324829,0,-8.84515273647e-06,-3.90337219865e-09,18004,
0.805884853998,2.72992229462,0,-1.08829983878e-05,-4.93547044486e-10,18005,
0.805883661905,2.72992372513,0,2.11889673274e-06,3.14877673405e-09,18006,
0.805882589021,2.7299246788,0,1.2474473837e-05,2.50776840415e-09,18007,
0.80588270823,2.72992300987,0,5.02062167929e-06,-1.80497748559e-09,18008,
0.805883304277,2.72991991043,0,-1.10953696382e-05,-3.90234636001e-09,18009,
0.80588270823,2.72991991043,0,-7.47893986031e-06,8.75642515085e-10,18010,
0.805881516137,2.72992134094,0,5.52291999245e-06,3.14796726078e-09,18011,
0.805880741277,2.72992181778,0,1.21472688823e-05,1.60378380811e-09,18012,
0.805881098905,2.72991943359,0,3.62426775702e-07,-2.85301597719e-09,18013,
0.805881396928,2.72991752625,0,-9.13774800537e-06,-2.29979908576e-09,18014,
0.805880860486,2.72991728783,0,-6.84443990195e-06,5.55135185133e-10,18015,
0.805879608789,2.72991871834,0,6.5190319285e-06,3.23469669599e-09,18016,
0.805879012742,2.72991871834,0,1.01354685942e-05,8.75332274443e-10,18017,
0.805879251161,2.72991657257,0,3.55025946419e-08,-2.44450454844e-09,18018,
0.805879608789,2.7299144268,0,-1.07877209805e-05,-2.61942318772e-09,18019,
0.805878714719,2.72991490364,0,-3.44006918862e-06,1.77817911037e-09,18020,
0.805877522626,2.72991609573,0,8.60024308391e-06,2.91368481377e-09,18021,
0.805877105394,2.7299156189,0,9.20880169097e-06,1.47260105111e-10,18022,
0.805877463022,2.72991323471,0,-2.57583458918e-06,-2.85152208784e-09,18023,
0.805877582231,2.72991132736,0,-1.09909016119e-05,-2.0360861793e-09,18024,
0.805876628557,2.72991204262,0,-2.32013035273e-06,2.09784912706e-09,18025,
0.805875496068,2.72991323471,0,9.35851097594e-06,2.82544443719e-09,18026,
0.80587513844,2.72991228104,0,7.68252349648e-06,-4.05455450409e-10,18027,
0.805875436464,2.72990989685,0,-3.74035297668e-06,-2.76328493062e-09,18028,
0.805875436464,2.72990822792,0,-1.04705678652e-05,-1.62801005398e-09,18029,
0.805874423185,2.72990918159,0,-4.76698077456e-07,2.4173514324e-09,18030,
0.805873350301,2.72990989685,0,8.91735376474e-06,2.27214990824e-09,18031,
0.805872992673,2.72990894318,0,7.24142855812e-06,-4.05337331485e-10,18032,
0.805873290696,2.72990655899,0,-4.18133080871e-06,-2.76255421395e-09,18033,
0.805873111882,2.72990512848,0,-8.86505747477e-06,-1.13268532937e-09,18034,
0.805872098604,2.72990560532,0,-7.94095618595e-07,1.95173599238e-09,18035,
0.805871085325,2.72990608215,0,7.27685907354e-06,1.95163470709e-09,18036,
0.805870846906,2.7299053669,0,5.83914010921e-06,-3.476367191e-10,18037,
0.80587102572,2.72990322113,0,-3.8987565123e-06,-2.35448399664e-09,18038,
0.805870727697,2.72990226746,0,-5.93622853629e-06,-4.92606413093e-10,18039,
0.805869833627,2.72990250587,0,4.49999944863e-07,1.54394176368e-09,18040,
0.805869177976,2.72990274429,0,5.38961325258e-06,1.19414580745e-09,18041,
0.805869118371,2.7299015522,0,9.44122725777e-07,-1.07463770228e-09,18042,
0.805868999162,2.72990036011,0,-3.13969837062e-06,-9.87158700183e-10,18043,
0.80586846272,2.72990036011,0,1.1519010279e-07,7.8674540768e-10,18044,
0.805868105092,2.72989988327,0,3.62272436938e-07,5.97197330261e-11,18045,
0.80586768786,2.72989964485,0,1.93243442226e-06,3.7948839926e-10,18046,
0.805867449441,2.72989869118,0,-4.66618580219e-07,-5.79791517003e-10,18047,
0.805867151418,2.72989821434,0,-5.81173576819e-07,-2.76836952568e-11,18048,
0.805866674581,2.72989797592,0,1.35065687257e-06,4.6682790266e-10,18049,
0.805866495767,2.72989702225,0,-1.41002367471e-06,-6.67086270632e-10,18050,
0.805865959325,2.72989702225,0,1.84488215726e-06,7.86470216896e-10,18051,
0.805865601697,2.72989654541,0,2.09200306678e-06,5.97078232569e-11,18052,
0.805865542093,2.72989535332,0,-2.35337090526e-06,-1.07400893455e-09,18053,
0.805865065255,2.72989487648,0,-1.38291967922e-06,2.34450509248e-10,18054,
0.80586435,2.7298951149,0,3.91837077451e-06,1.28066965559e-09,18055,
0.805864051976,2.72989416122,0,1.88105884291e-06,-4.92142680979e-10,18056,
0.805863813558,2.72989320755,0,-5.17897166041e-07,-5.79473730326e-10,18057,
0.805863515535,2.72989225388,0,-2.55518099213e-06,-4.92085851289e-10,18058,
0.805862979093,2.72989201546,0,-2.61641708299e-07,5.53953667275e-10,18059,
0.805862383046,2.72989177704,0,2.39355983922e-06,6.41272865132e-10,18060,
0.805861965814,2.72989106178,0,2.04101242396e-06,-8.51413977055e-11,18061,
0.805861667791,2.72989010811,0,3.77172071353e-09,-4.91975430949e-10,18062,
0.805861488977,2.72988891602,0,-3.71815689348e-06,-8.98767146275e-10,18063,
0.805860714116,2.72988891602,0,9.83434649271e-07,1.1352746004e-09,18064,
0.805860177675,2.72988843918,0,2.31562887532e-06,3.21663406691e-10,18065,
0.805859760442,2.72988772392,0,1.96313339718e-06,-8.51070645141e-11,18066,
0.805859641233,2.72988629341,0,-3.08177415853e-06,-1.21798832551e-09,18067,
0.805859045186,2.72988605499,0,-4.26518602659e-07,6.41023697371e-10,18068,
0.805858508745,2.72988533974,0,-5.56541408514e-08,8.95284450466e-11,18069,
0.805857853093,2.72988533974,0,3.92263835813e-06,9.6033030741e-10,18070,
