lower angle,upper angle,holding angle,system x,acceleration,ticks (50 tps),
1.69900162617,-0.298457622528,0,-0.00546774133721,-1.96709265391e-05,400,
1.70034010808,-0.301387310028,0,-0.00652749474399,-1.56832592092e-05,401,
1.70166190068,-0.304281711578,0,-0.0075682429756,-1.53154068629e-05,402,
1.70296366612,-0.307134151459,0,-0.00858406611852,-1.49484140675e-05,403,
1.70424349705,-0.309940338135,0,-0.00957403688995,-1.45635953243e-05,404,
1.70549900929,-0.312694549561,0,-0.0105388437738,-1.41890145353e-05,405,
1.70672734181,-0.315391540527,0,-0.0114709345779,-1.37035983101e-05,406,
1.70792658726,-0.318027019501,0,-0.0123693704924,-1.32046999983e-05,407,
1.70909436146,-0.320595741272,0,-0.0132323646455,-1.26798339306e-05,408,
1.71022875706,-0.323092937469,0,-0.0140614314185,-1.21775884029e-05,409,
1.71132738987,-0.325515270233,0,-0.0148449314365,-1.15047167584e-05,410,
1.71238835255,-0.327857494354,0,-0.015586836015,-1.0890559735e-05,411,
1.71341021458,-0.330116271973,0,-0.0162870338234,-1.02753096341e-05,412,
1.71439059178,-0.332288265228,0,-0.0169338859382,-9.48953474888e-06,413,
1.71532853047,-0.334369659424,0,-0.0175355017989,-8.82318166864e-06,414,
1.7162221233,-0.336357593536,0,-0.0180835455282,-8.03501004204e-06,415,
1.71707041661,-0.338248729706,0,-0.0185836615716,-7.33007520396e-06,416,
1.71787245671,-0.340041160583,0,-0.0190341180931,-6.60019588455e-06,417,
1.71862633626,-0.341732501984,0,-0.0194241245461,-5.71269178154e-06,418,
1.71933157841,-0.34332036972,0,-0.0197601671107,-4.92073161631e-06,419,
1.7199872295,-0.344803333282,0,-0.0200380601245,-4.06802795942e-06,420,
1.72059328953,-0.346179962158,0,-0.0202651318581,-3.32307762987e-06,421,
1.72114832799,-0.347448825836,0,-0.0204314424089,-2.43312048677e-06,422,
1.72165234486,-0.348609447479,0,-0.0205394112853,-1.57909161739e-06,423,
1.72210486332,-0.34966135025,0,-0.0205857042928,-6.7684541315e-07,424,
1.72250636021,-0.350604057312,0,-0.0205784968778,1.05346360888e-07,425,
