lower angle,upper angle,holding angle,system x,acceleration,
1.676803903,-0.243885517,0,-0.019096093,-4.78E-05,2508
1.678452329,-0.247099876,0,-0.022427047,-4.71E-05,2509
1.680042581,-0.250192642,0,-0.025682606,-4.60E-05,2510
1.681567506,-0.253146172,0,-0.028867515,-4.50E-05,2511
1.683018045,-0.255943298,0,-0.031960858,-4.37E-05,2512
1.684387044,-0.258567333,0,-0.034962428,-4.24E-05,2513
1.685667352,-0.261002064,0,-0.037869542,-4.10E-05,2514
1.686850862,-0.263232708,0,-0.040660505,-3.94E-05,2515
1.687930898,-0.265244007,0,-0.043333489,-3.77E-05,2516
1.688900308,-0.267021179,0,-0.045878404,-3.59E-05,2517
1.689753846,-0.268551826,0,-0.048295953,-3.41E-05,2518
1.690484361,-0.269822598,0,-0.050568639,-3.20E-05,2519
1.691086606,-0.270821095,0,-0.052697187,-3.00E-05,2520
1.69155486,-0.271535873,0,-0.054671592,-2.78E-05,2521
1.691884832,-0.271957397,0,-0.056489329,-2.56E-05,2522
1.692071752,-0.272074699,0,-0.058149521,-2.34E-05,2523
1.692110852,-0.271879673,0,-0.059636454,-2.09E-05,2524
1.691998796,-0.271364212,0,-0.060951792,-1.85E-05,2525
1.691732244,-0.270521164,0,-0.062092262,-1.60E-05,2526
1.691307859,-0.269343853,0,-0.063052129,-1.35E-05,2527
1.690723733,-0.267827511,0,-0.063833132,-1.10E-05,2528
1.689977483,-0.265967846,0,-0.064428758,-8.36E-06,2529
1.689067678,-0.263761044,0,-0.064841608,-5.80E-06,2530
1.687992887,-0.26120472,0,-0.065066861,-3.16E-06,2531
1.686752156,-0.258297443,0,-0.065100539,-4.73E-07,2532
1.685345487,-0.255039215,0,-0.064942822,2.21E-06,2533
1.683773355,-0.251429081,0,-0.064604647,4.74E-06,2534
1.68203576,-0.247469902,0,-0.064071329,7.48E-06,2535
1.68013461,-0.243163586,0,-0.063356322,1.00E-05,2536
1.678070859,-0.23851347,0,-0.062454048,1.26E-05,2537
1.675846891,-0.233524323,0,-0.061368873,1.52E-05,2538
1.673465089,-0.228200912,0,-0.060105164,1.77E-05,2539
1.670928315,-0.222549915,0,-0.058663148,2.02E-05,2540
1.668240384,-0.21657896,0,-0.057049683,2.26E-05,2541
1.665405111,-0.210295677,0,-0.055271621,2.49E-05,2542
1.662426309,-0.203710079,0,-0.053323366,2.72E-05,2543
1.659308747,-0.196831226,0,-0.051215897,2.95E-05,2544
1.656058149,-0.18967104,0,-0.048956879,3.16E-05,2545
1.652679757,-0.18224144,0,-0.046548142,3.37E-05,2546
1.649180249,-0.174554348,0,-0.044008952,3.55E-05,2547
1.64556487,-0.166624069,0,-0.041328644,3.74E-05,2548
1.641841249,-0.158464909,0,-0.038525624,3.91E-05,2549
1.638016061,-0.150091648,0,-0.035604147,4.08E-05,2550
1.634096936,-0.141520023,0,-0.032575106,4.23E-05,2551
1.630091504,-0.132766724,0,-0.02944438,4.37E-05,2552
1.626008348,-0.123848915,0,-0.026226988,4.49E-05,2553
1.621855096,-0.114784241,0,-0.022923775,4.60E-05,2554
1.617641286,-0.105590343,0,-0.019558888,4.69E-05,2555
1.613374547,-0.096286297,0,-0.016125633,4.78E-05,2556
1.609064416,-0.086891174,0,-0.012640625,4.85E-05,2557
1.60472043,-0.077424049,0,-0.009120471,4.90E-05,2558
1.600351171,-0.067904472,0,-0.005567588,4.95E-05,2559
1.595966176,-0.058351994,0,-0.001996053,4.97E-05,2560
1.59157546,-0.048787117,0,0.00157923,4.97E-05,2561
1.587187604,-0.039229393,0,0.005155881,4.97E-05,2562
1.5828131,-0.029698849,0,0.008710671,4.94E-05,2563
1.57846053,-0.020215511,0,0.012243735,4.91E-05,2564
1.574139432,-0.010798931,0,0.015741029,4.86E-05,2565
1.569859182,-0.001469135,0,0.019192965,4.80E-05,2566
1.565629145,0.007755416,0,0.022581895,4.71E-05,2567
1.561458112,0.016854906,0,0.025904296,4.61E-05,2568
1.557354867,0.025811162,0,0.029148111,4.50E-05,2569
1.553327971,0.034606121,0,0.032303404,4.38E-05,2570
1.549385739,0.043222237,0,0.035360588,4.24E-05,2571
1.545536202,0.051642548,0,0.038310408,4.09E-05,2572
1.541787091,0.059850726,0,0.041144017,3.93E-05,2573
1.538145811,0.067831144,0,0.0438528,3.75E-05,2574
1.534619407,0.075568885,0,0.046428871,3.57E-05,2575
1.531214566,0.083049819,0,0.048864535,3.37E-05,2576
1.527937588,0.090260655,0,0.051152456,3.17E-05,2577
1.524794352,0.097188897,0,0.05328625,2.95E-05,2578
1.521790327,0.103823014,0,0.055259498,2.73E-05,2579
1.51893054,0.110152319,0,0.05706669,2.50E-05,2580
1.516219569,0.116167136,0,0.05870259,2.26E-05,2581
1.513661542,0.121858679,0,0.060162688,2.02E-05,2582
1.511260116,0.127219215,0,0.061442787,1.77E-05,2583
1.509018459,0.132241979,0,0.062539524,1.52E-05,2584
1.506939278,0.136921227,0,0.063449875,1.26E-05,2585
1.505024792,0.141252235,0,0.06417138,9.96E-06,2586
1.503276722,0.145231366,0,0.064701978,7.33E-06,2587
1.501696297,0.148855895,0,0.065040849,4.68E-06,2588
1.500284263,0.152124271,0,0.065186925,2.02E-06,2589
1.49904088,0.155035928,0,0.065139903,-6.49E-07,2590
1.497965903,0.157591298,0.01575913,0.064900442,-3.30E-06,2591
1.497058616,0.159791917,0,0.064469165,-5.95E-06,2592
1.496204943,0.16186066,0,0.064073266,-5.46E-06,2593
1.495516793,0.1635793,0,0.063487562,-8.07E-06,2594
1.494992466,0.16495128,0,0.062714713,-1.06E-05,2595
1.494629906,0.165980965,0,0.061756917,-1.32E-05,2596
1.494426594,0.166673645,0,0.060617184,-1.57E-05,2597
1.494379566,0.16703558,0,0.059298923,-1.81E-05,2598
1.494485394,0.167074025,0,0.057805965,-2.05E-05,2599
1.494740226,0.166797131,0,0.056142658,-2.29E-05,2600
1.495139786,0.166213959,0,0.054313789,-2.51E-05,2601
1.495679365,0.165334433,0,0.052324906,-2.73E-05,2602
1.496353873,0.164169356,0,0.05018161,-2.95E-05,2603
1.497157806,0.162730396,0,0.04789008,-3.15E-05,2604
1.498085299,0.16102992,0,0.045457208,-3.34E-05,2605
1.499130131,0.159081176,0,0.042889661,-3.53E-05,2606
1.500285708,0.156898052,0,0.040195313,-3.70E-05,2607
1.50154514,0.154495195,0,0.037381706,-3.86E-05,2608
1.502901205,0.151887879,0,0.03445712,-4.01E-05,2609
1.504346401,0.149091944,0,0.031430335,-4.15E-05,2610
1.505872973,0.146123856,0,0.028309956,-4.28E-05,2611
1.507472889,0.143000603,0,0.025105233,-4.39E-05,2612
1.509137918,0.139739633,0,0.021825411,-4.49E-05,2613
1.510859598,0.136358812,0,0.018480423,-4.58E-05,2614
1.51262932,0.132876411,0,0.015079876,-4.66E-05,2615
1.514438299,0.12931098,0,0.011634033,-4.72E-05,2616
1.516277631,0.125681356,0,0.008153133,-4.76E-05,2617
1.51813832,0.122006617,0,0.004647267,-4.80E-05,2618
1.520011281,0.118305944,0,0.00112711,-4.82E-05,2619
1.521887393,0.114598624,0,-0.00239684,-4.82E-05,2620
1.523757511,0.110904023,0,-0.005914157,-4.81E-05,2621
1.525612497,0.107241452,0,-0.009414236,-4.78E-05,2622
1.527443257,0.10363014,0,-0.012886592,-4.74E-05,2623
1.529240758,0.1000892,0,-0.016320849,-4.69E-05,2624
1.530996059,0.096637532,0,-0.019706679,-4.62E-05,2625
1.532700342,0.093293771,0,-0.023033854,-4.54E-05,2626
1.534344935,0.09007626,0,-0.026292407,-4.45E-05,2627
1.53592134,0.087002955,0,-0.029472485,-4.34E-05,2628
1.537421272,0.08409138,0,-0.032564568,-4.22E-05,2629
1.538836659,0.081358604,0,-0.035559359,-4.08E-05,2630
1.540159687,0.07882113,0,-0.03844776,-3.94E-05,2631
1.541382817,0.076494902,0,-0.041221118,-3.78E-05,2632
1.542498813,0.074395217,0,-0.043871077,-3.61E-05,2633
1.54350076,0.072536692,0,-0.046389647,-3.43E-05,2634
1.544382087,0.07093323,0,-0.048769325,-3.24E-05,2635
1.545136585,0.06959793,0,-0.051002789,-3.04E-05,2636
1.545758429,0.068543121,0,-0.053083408,-2.83E-05,2637
1.546242195,0.067780271,0,-0.055004917,-2.61E-05,2638
1.546582879,0.067319967,0,-0.056761567,-2.39E-05,2639
1.546775908,0.067171872,0,-0.058348068,-2.16E-05,2640
1.546817155,0.067344703,0,-0.059759566,-1.92E-05,2641
1.546702956,0.067846224,0,-0.060991918,-1.67E-05,2642
1.546430116,0.068683192,0,-0.062041398,-1.43E-05,2643
1.545995924,0.069861345,0,-0.062904869,-1.17E-05,2644
1.545398154,0.071385391,0,-0.063579715,-9.16E-06,2645
1.54463509,0.073258974,0,-0.064063948,-6.57E-06,2646
1.543705502,0.075484701,0,-0.064356107,-3.96E-06,2647
1.542608683,0.078064069,0,-0.064455303,-1.35E-06,2648
1.541344433,0.080997549,0,-0.064361419,1.27E-06,2649
1.539913057,0.084284477,0,-0.064074588,3.89E-06,2650
1.538315387,0.087923132,0,-0.063595807,6.49E-06,2651
1.536552758,0.091910712,0,-0.062926595,9.07E-06,2652
1.53462701,0.096243352,0,-0.062069002,1.16E-05,2653
1.532540486,0.100916125,0,-0.061025695,1.41E-05,2654
1.530296032,0.105923049,0,-0.059799935,1.66E-05,2655
1.527896986,0.111257091,0,-0.058395481,1.90E-05,2656
1.525347152,0.116910279,0,-0.056816855,2.14E-05,2657
1.522650798,0.122873589,0,-0.055068764,2.36E-05,2658
1.519812663,0.129137084,0,-0.053156841,2.59E-05,2659
1.516837911,0.135689855,0,-0.051086835,2.80E-05,2660
1.513732136,0.142520145,0,-0.048865325,3.00E-05,2661
1.51050133,0.149615347,0,-0.046499266,3.20E-05,2662
1.507151865,0.156962052,0,-0.043996089,3.38E-05,2663
1.503690482,0.164546058,0,-0.041363555,3.56E-05,2664
1.500124262,0.172352448,0,-0.038609877,3.72E-05,2665
1.496460595,0.180365667,0,-0.035743696,3.87E-05,2666
1.492707164,0.188569546,0,-0.032774017,4.01E-05,2667
1.488871903,0.196947336,0,-0.029709916,4.13E-05,2668
1.484962978,0.205481812,0,-0.026560807,4.25E-05,2669
1.480988779,0.214155331,0,-0.023336673,4.35E-05,2670
1.476957866,0.222949818,0,-0.02004735,4.43E-05,2671
1.472878919,0.231846988,0,-0.016703062,4.51E-05,2672
1.468760767,0.240828216,0,-0.01331409,4.56E-05,2673
1.464612291,0.249874726,0,-0.0098906,4.61E-05,2674
1.460442447,0.258967608,0,-0.006442999,4.64E-05,2675
1.456260198,0.268087983,0,-0.002981971,4.66E-05,2676
1.452074484,0.277216882,0,0.000482498,4.66E-05,2677
1.447894239,0.286335409,0,0.003940092,4.65E-05,2678
1.443728314,0.295424849,0,0.007380521,4.63E-05,2679
1.439585448,0.304466724,0,0.010793574,4.59E-05,2680
1.435474292,0.313442677,0,0.014169468,4.54E-05,2681
1.431403295,0.322334826,0,0.017498347,4.47E-05,2682
1.427380757,0.331125468,0,0.020771189,4.40E-05,2683
1.423414812,0.339797407,0,0.023978298,4.31E-05,2684
1.419513301,0.348333895,0,0.02711123,4.21E-05,2685
1.415683867,0.356718719,0,0.030161072,4.09E-05,2686
1.4119339,0.364936113,0,0.033119628,3.97E-05,2687
1.408270464,0.372971058,0,0.035978779,3.83E-05,2688
1.40470037,0.380808949,0,0.038731277,3.69E-05,2689
1.401230083,0.388436019,0,0.041369679,3.54E-05,2690
1.397865758,0.395839036,0.039583904,0.043887521,3.37E-05,2691
1.394613207,0.40300563,0,0.046277996,3.20E-05,2692
1.391209141,0.410448521,0,0.049079405,3.75E-05,2693
1.387929724,0.417627752,0,0.051737728,3.56E-05,2694
1.384780542,0.424531013,0,0.054248446,3.36E-05,2695
1.381767259,0.431146145,0,0.056605355,3.15E-05,2696
1.378895105,0.437461913,0,0.058802696,2.94E-05,2697
1.376168893,0.443467975,0,0.060835128,2.72E-05,2698
1.373593048,0.449154705,0,0.062698287,2.49E-05,2699
1.371171535,0.454513431,0,0.064388468,2.26E-05,2700
1.368907974,0.459536523,0,0.065900753,2.02E-05,2701
1.36680548,0.464217007,0,0.06723294,1.78E-05,2702
1.364866824,0.468549043,0,0.06838117,1.53E-05,2703
1.363094271,0.472527504,0,0.069344005,1.29E-05,2704
1.361489714,0.476148278,0,0.070119319,1.03E-05,2705
1.360054598,0.479408145,0,0.070705794,7.83E-06,2706
1.358790011,0.482304841,0,0.071101564,5.28E-06,2707
1.357696534,0.484836906,0,0.071306737,2.74E-06,2708
1.356774361,0.487003833,0,0.071321233,1.93E-07,2709
1.356023268,0.488806039,0,0.071145286,-2.35E-06,2710
1.355442614,0.490244836,0,0.0707796,-4.87E-06,2711
1.355031357,0.491322428,0,0.070225176,-7.39E-06,2712
1.354788036,0.492041796,0,0.069484086,-9.87E-06,2713
1.354710803,0.492406964,0,0.068557772,-1.23E-05,2714
1.354797364,0.4924227,0,0.067449256,-1.48E-05,2715
1.355045096,0.492094666,0,0.066160971,-1.71E-05,2716
1.355450944,0.491429359,0,0.064696303,-1.95E-05,2717
1.356011421,0.49043411,0,0.06305959,-2.18E-05,2718
1.356722788,0.489117146,0,0.061253692,-2.40E-05,2719
1.357580782,0.487487376,0,0.059284235,-2.62E-05,2720
1.358580888,0.485554576,0,0.057155514,-2.83E-05,2721
1.35971813,0.483329296,0,0.054873427,-3.03E-05,2722
1.360987277,0.480822831,0,0.052443136,-3.23E-05,2723
1.362382681,0.478047222,0,0.049871023,-3.42E-05,2724
1.363898442,0.475015163,0,0.04716318,-3.59E-05,2725
1.365528227,0.471740067,0,0.044327238,-3.76E-05,2726
1.367265479,0.468236119,0,0.041369578,-3.92E-05,2727
1.369103284,0.46451804,0,0.038298131,-4.07E-05,2728
1.371034474,0.460601151,0,0.035120833,-4.21E-05,2729
1.3730516,0.456501424,0,0.031845669,-4.34E-05,2730
1.375146956,0.452235281,0,0.02848138,-4.46E-05,2731
1.377312587,0.44781974,0,0.0250367,-4.56E-05,2732
1.37954031,0.443272233,0,0.021520905,-4.66E-05,2733
1.381821753,0.438610703,0,0.017943001,-4.74E-05,2734
1.38414833,0.433853328,0,0.014313266,-4.80E-05,2735
1.386511327,0.429018795,0,0.010640988,-4.86E-05,2736
1.388901905,0.42412594,0,0.006936108,-4.90E-05,2737
1.391311036,0.419193953,0,0.003209047,-4.93E-05,2738
1.393729628,0.414242119,0,-0.000529533,-4.94E-05,2739
1.396148563,0.409289956,0,-0.004269849,-4.94E-05,2740
1.398558633,0.404357016,0,-0.008001216,-4.93E-05,2741
1.400950627,0.399462849,0,-0.01171297,-4.90E-05,2742
1.403315337,0.394627035,0,-0.015394619,-4.86E-05,2743
1.405643598,0.389869034,0,-0.019035617,-4.81E-05,2744
1.407926322,0.3852081,0,-0.022625265,-4.74E-05,2745
1.410154478,0.380663395,0,-0.026153138,-4.66E-05,2746
1.412319229,0.376253784,0,-0.029609632,-4.56E-05,2747
1.414411859,0.371997654,0,-0.032984149,-4.45E-05,2748
1.416423784,0.367913187,0,-0.036266645,-4.33E-05,2749
1.418346719,0.364018023,0,-0.039447925,-4.19E-05,2750
1.420172528,0.3603293,0,-0.042517998,-4.05E-05,2751
1.421893404,0.356863618,0,-0.045468071,-3.89E-05,2752
1.423501835,0.353636891,0,-0.048289428,-3.72E-05,2753
1.424990566,0.350664496,0,-0.05097365,-3.53E-05,2754
1.426352725,0.347960889,0,-0.05351224,-3.34E-05,2755
1.427581848,0.345539868,0,-0.055898176,-3.14E-05,2756
1.428671778,0.343414426,0,-0.058124066,-2.93E-05,2757
1.42961684,0.341596544,0,-0.060183048,-2.71E-05,2758
1.430411742,0.340097547,0,-0.062069549,-2.48E-05,2759
1.431051702,0.338927478,0,-0.0637775,-2.25E-05,2760
1.431532339,0.338095665,0,-0.065301989,-2.00E-05,2761
1.431849764,0.337610275,0,-0.066638036,-1.76E-05,2762
1.432000638,0.337478518,0,-0.067782384,-1.50E-05,2763
1.431982056,0.337706447,0,-0.068730987,-1.25E-05,2764
1.431791694,0.338299066,0,-0.069481418,-9.85E-06,2765
1.431427718,0.33926025,0,-0.070031328,-7.22E-06,2766
1.430888848,0.340592742,0,-0.070379168,-4.56E-06,2767
1.430174337,0.342298239,0,-0.070524463,-1.91E-06,2768
1.429283978,0.34437716,0,-0.070466591,7.59E-07,2769
1.428218097,0.346828878,0,-0.070206008,3.42E-06,2770
1.426977561,0.349651575,0,-0.069743479,6.06E-06,2771
1.425563798,0.352842391,0,-0.06908121,8.68E-06,2772
1.423978747,0.356397152,0,-0.06822075,1.13E-05,2773
1.42222485,0.360310853,0,-0.06716544,1.38E-05,2774
1.420305119,0.364577174,0,-0.065918692,1.63E-05,2775
1.41822301,0.369188875,0,-0.064484536,1.88E-05,2776
1.415982501,0.37413758,0,-0.062867458,2.12E-05,2777
1.413588048,0.379413933,0,-0.061072626,2.35E-05,2778
1.411044539,0.385007679,0,-0.059105813,2.57E-05,2779
1.408357338,0.390907615,0,-0.056973637,2.79E-05,2780
1.405532197,0.397101521,0,-0.054682185,2.99E-05,2781
1.402575285,0.403576523,0,-0.052239203,3.19E-05,2782
1.399493159,0.410318822,0,-0.049652375,3.38E-05,2783
1.396292658,0.417313874,0,-0.046928987,3.56E-05,2784
1.392981024,0.42454657,0,-0.04407828,3.72E-05,2785
1.389565737,0.432001084,0,-0.041108725,3.88E-05,2786
1.386054606,0.439660996,0,-0.038029706,4.02E-05,2787
1.382455588,0.447509348,0,-0.034849698,4.15E-05,2788
1.378776939,0.455528826,0,-0.031578953,4.27E-05,2789
1.375027047,0.463701665,0,-0.028227099,4.37E-05,2790
1.37121445,0.472009808,0.047200981,-0.024804073,4.46E-05,2791
1.367347837,0.480434895,0,-0.02132013,4.54E-05,2792
1.363123224,0.489568532,0,-0.017143087,5.44E-05,2793
1.358865158,0.498775959,0,-0.012930796,5.49E-05,2794
1.354583458,0.508036017,0,-0.008693036,5.52E-05,2795
1.350288467,0.517326653,0,-0.004441363,5.53E-05,2796
1.345990435,0.52662617,0,-0.00018815,5.53E-05,2797
1.341699557,0.535912693,0,0.004055751,5.52E-05,2798
1.337425874,0.545164883,0,0.008278474,5.49E-05,2799
1.333179311,0.554361522,0,0.012468881,5.45E-05,2800
1.328969554,0.563481867,0,0.016616179,5.39E-05,2801
1.324806155,0.572505474,0,0.020709582,5.32E-05,2802
1.320698396,0.581412494,0,0.024738408,5.23E-05,2803
1.316655294,0.590183437,0,0.028693268,5.14E-05,2804
1.312685684,0.598799348,0,0.032564126,5.03E-05,2805
1.308797971,0.607242167,0,0.036341506,4.90E-05,2806
1.30500044,0.615494013,0,0.04001637,4.77E-05,2807
1.30130084,0.623537958,0,0.043581172,4.62E-05,2808
1.297706799,0.63135767,0,0.047026751,4.47E-05,2809
1.2942255,0.638937354,0,0.050346464,4.30E-05,2810
1.290863828,0.646262288,0,0.053531807,4.13E-05,2811
1.287628249,0.653318226,0,0.05657675,3.95E-05,2812
1.284524934,0.660091817,0,0.0594743,3.75E-05,2813
1.281559632,0.666570485,0,0.062218484,3.55E-05,2814
1.27873777,0.672742188,0,0.064804481,3.35E-05,2815
1.276064382,0.678596079,0,0.067226121,3.13E-05,2816
1.273544149,0.684121788,0,0.069479039,2.92E-05,2817
1.271181271,0.689309955,0,0.071559445,2.69E-05,2818
1.268979744,0.694151938,0,0.073462481,2.46E-05,2819
1.266943083,0.698639929,0,0.075184754,2.23E-05,2820
1.265074418,0.702766895,0,0.076723595,1.99E-05,2821
1.26337652,0.706526637,0,0.078076436,1.75E-05,2822
1.261851803,0.709913909,0,0.079240236,1.50E-05,2823
1.260502265,0.712924182,0,0.080213334,1.26E-05,2824
1.259329633,0.715553582,0,0.080994026,1.01E-05,2825
1.258335159,0.717799306,0,0.08158095,7.58E-06,2826
1.257519797,0.71965915,0,0.081973342,5.06E-06,2827
1.256884054,0.72113204,0,0.082170161,2.54E-06,2828
1.256428109,0.722217262,0,0.082172462,2.97E-08,2829
1.256151781,0.722915232,0,0.081980002,-2.48E-06,2830
1.256054596,0.723227143,0,0.081592284,-5.00E-06,2831
1.256135539,0.723154783,0,0.081012155,-7.48E-06,2832
1.256393449,0.722701013,0,0.080239063,-9.96E-06,2833
1.256826625,0.72186923,0,0.079276084,-1.24E-05,2834
1.257433132,0.720663786,0,0.078124494,-1.48E-05,2835
1.258210645,0.719089746,0,0.076786623,-1.72E-05,2836
1.259156392,0.717153072,0,0.075265677,-1.96E-05,2837
1.260267393,0.71486026,0,0.07356472,-2.19E-05,2838
1.26154025,0.712219,0,0.071685899,-2.42E-05,2839
1.262971149,0.709237158,0,0.069635337,-2.64E-05,2840
1.264556096,0.705923855,0,0.067415201,-2.85E-05,2841
1.266290561,0.702288806,0,0.06503098,-3.06E-05,2842
1.268169806,0.698342323,0,0.062487704,-3.27E-05,2843
1.270188646,0.69409579,0,0.059790378,-3.47E-05,2844
1.272341625,0.689561009,0,0.056945089,-3.65E-05,2845
1.274623022,0.684750557,0,0.053957265,-3.84E-05,2846
1.277026669,0.679677784,0,0.050833733,-4.01E-05,2847
1.279546098,0.674356818,0,0.047580992,-4.17E-05,2848
1.282174573,0.668802202,0,0.044206597,-4.33E-05,2849
1.284905062,0.663029253,0,0.040717761,-4.47E-05,2850
1.287730203,0.657053888,0,0.037122565,-4.61E-05,2851
1.290642337,0.650892675,0,0.033429311,-4.73E-05,2852
1.293633537,0.644562781,0,0.029646468,-4.85E-05,2853
1.296695666,0.638081729,0,0.025783137,-4.95E-05,2854
1.29982032,0.631467819,0,0.021847697,-5.04E-05,2855
1.302998827,0.624739647,0,0.017850133,-5.12E-05,2856
1.306222336,0.617916107,0,0.013801006,-5.18E-05,2857
1.309481756,0.611016929,0,0.009709495,-5.24E-05,2858
1.312767879,0.604061842,0,0.005586113,-5.28E-05,2859
1.316071347,0.597070873,0,0.001441587,-5.30E-05,2860
1.319382683,0.590064347,0,-0.002713492,-5.31E-05,2861
1.322692261,0.583062887,0,-0.006868322,-5.31E-05,2862
1.325990335,0.576087415,0,-0.011012237,-5.30E-05,2863
1.329267235,0.569158435,0,-0.01513344,-5.27E-05,2864
1.332513169,0.562296987,0,-0.019221451,-5.22E-05,2865
1.335718394,0.555523694,0,-0.023264296,-5.16E-05,2866
1.338873179,0.548859477,0,-0.027251717,-5.09E-05,2867
1.341967897,0.542324662,0,-0.031171764,-5.00E-05,2868
1.344992966,0.535939753,0,-0.035013949,-4.90E-05,2869
1.347938971,0.529724717,0,-0.038767089,-4.79E-05,2870
1.350796671,0.523699105,0,-0.04242006,-4.66E-05,2871
1.353556977,0.517882407,0,-0.045963239,-4.52E-05,2872
1.356211067,0.51229316,0,-0.049385428,-4.36E-05,2873
1.358750359,0.506949604,0,-0.052676777,-4.19E-05,2874
1.361166553,0.50186938,0,-0.055827823,-4.01E-05,2875
1.36345169,0.497069389,0,-0.058829433,-3.82E-05,2876
1.365598143,0.492565632,0,-0.061671877,-3.62E-05,2877
1.367598684,0.488373518,0,-0.064347203,-3.41E-05,2878
1.369446472,0.484507531,0,-0.066847405,-3.18E-05,2879
1.371135117,0.480981231,0,-0.069165127,-2.95E-05,2880
1.372658641,0.477807164,0,-0.071292849,-2.71E-05,2881
1.374011607,0.474996835,0,-0.07322415,-2.46E-05,2882
1.375189037,0.472560823,0,-0.074953418,-2.20E-05,2883
1.376186491,0.470508516,0,-0.076475379,-1.93E-05,2884
1.377000065,0.468848228,0,-0.077785694,-1.66E-05,2885
1.377626375,0.467586964,0,-0.078879573,-1.39E-05,2886
1.378062666,0.466730773,0,-0.07975482,-1.11E-05,2887
1.378306703,0.466284186,0,-0.080407728,-8.29E-06,2888
1.37835686,0.466250777,0,-0.080837003,-5.45E-06,2889
1.37821208,0.466632783,0,-0.08104127,-2.59E-06,2890
1.377871976,0.467431068,0.046743107,-0.081020168,2.68E-07,2891
1.377336652,0.468645394,0,-0.080773571,3.13E-06,2892
1.376295627,0.470881462,0,-0.079659967,1.41E-05,2893
1.375063793,0.47352469,0,-0.078327924,1.69E-05,2894
1.373644159,0.47656846,0,-0.076779545,1.96E-05,2895
1.372040824,0.480003953,0,-0.07501872,2.23E-05,2896
1.370258452,0.483821481,0,-0.073051684,2.49E-05,2897
1.368302212,0.488010108,0,-0.070884354,2.74E-05,2898
1.366177828,0.492557794,0,-0.068523624,2.99E-05,2899
1.363891439,0.497451574,0,-0.065976674,3.22E-05,2900
1.361449705,0.502677381,0,-0.063251317,3.45E-05,2901
1.358859704,0.508220255,0,-0.060355818,3.66E-05,2902
1.356128887,0.514064431,0,-0.057298816,3.87E-05,2903
1.353265137,0.520193279,0,-0.054089745,4.06E-05,2904
1.35027668,0.526589453,0,-0.050738521,4.24E-05,2905
1.347171993,0.533234894,0,-0.047254499,4.40E-05,2906
1.343959914,0.540110946,0,-0.043648306,4.56E-05,2907
1.340649487,0.547198474,0,-0.039930686,4.69E-05,2908
1.33725004,0.554477692,0,-0.036112488,4.82E-05,2909
1.333770991,0.561928511,0,-0.032204178,4.93E-05,2910
1.330221982,0.569530487,0,-0.028217129,5.03E-05,2911
1.326612727,0.577263057,0,-0.02416305,5.11E-05,2912
1.322953061,0.58510524,0,-0.020053046,5.18E-05,2913
1.319252835,0.593035996,0,-0.015898164,5.24E-05,2914
1.315522001,0.601034164,0,-0.01171016,5.28E-05,2915
1.311770395,0.609078765,0,-0.007500347,5.30E-05,2916
1.308007912,0.617148697,0,-0.003280226,5.32E-05,2917
1.304244296,0.625223041,0,0.000939485,5.31E-05,2918
1.300489233,0.633281052,0,0.005147801,5.30E-05,2919
1.29675223,0.641302228,0,0.009334568,5.27E-05,2920
1.293042795,0.649266362,0,0.013488088,5.23E-05,2921
1.289370076,0.657153666,0,0.017598701,5.17E-05,2922
1.285743193,0.66494453,0,0.021656137,5.10E-05,2923
1.282170937,0.672619939,0,0.025650942,5.02E-05,2924
1.278661952,0.680161238,0,0.029573566,4.93E-05,2925
1.275224582,0.687550366,0,0.03341494,4.83E-05,2926
1.271866993,0.6947698,0,0.037165386,4.71E-05,2927
1.268596933,0.701802433,0,0.040817954,4.59E-05,2928
1.265422032,0.708631933,0,0.044363257,4.45E-05,2929
1.262349502,0.715242505,0,0.047794069,4.31E-05,2930
1.259386287,0.72161907,0,0.051102745,4.15E-05,2931
1.256539033,0.727747083,0,0.054282441,3.99E-05,2932
1.253814028,0.733612716,0,0.057326939,3.82E-05,2933
1.251217292,0.739202857,0,0.060229629,3.64E-05,2934
1.248754458,0.744505286,0,0.062984031,3.45E-05,2935
1.24643083,0.749508023,0,0.065586258,3.26E-05,2936
1.244251446,0.75420022,0,0.06803006,3.06E-05,2937
1.242220894,0.758571804,0,0.070310595,2.86E-05,2938
1.240343467,0.762613237,0,0.072423865,2.65E-05,2939
1.238623188,0.76631552,0,0.074366389,2.43E-05,2940
1.237063632,0.769671023,0,0.07613327,2.21E-05,2941
1.235668109,0.772672296,0,0.077721842,1.99E-05,2942
1.234439508,0.775312781,0,0.07912997,1.76E-05,2943
1.233380453,0.777586937,0,0.080353793,1.53E-05,2944
1.232493118,0.779489696,0,0.081392313,1.30E-05,2945
1.231779442,0.781016946,0,0.082242765,1.06E-05,2946
1.231241004,0.78216517,0,0.082903673,8.26E-06,2947
1.230878965,0.782931626,0,0.08337468,5.89E-06,2948
1.23069425,0.783314526,0,0.083653675,3.49E-06,2949
1.230687336,0.783312619,0,0.08374114,1.09E-06,2950
1.230858461,0.782925487,0,0.08363637,-1.31E-06,2951
1.231207416,0.782153666,0,0.083339276,-3.71E-06,2952
1.231733725,0.780998051,0,0.082851181,-6.09E-06,2953
1.232436464,0.779460728,0,0.082172892,-8.46E-06,2954
1.23331456,0.77754426,0,0.081304703,-1.08E-05,2955
