lower angle,upper angle,lower velocity,upper velocity,time since start,
-0.172375735685,1.17678679258e-16,-0.25361815693,-0.331339850183,13.168738007,
0.0830759040115,-1.34469623756e-15,-0.25361815693,-0.331339850183,30.2004711888,
0.0332844827147,1.17678679258e-16,-0.251572849213,-0.331339850183,46.197710257,
-0.0338256938157,-4.17593536978e-15,-0.251572849213,-0.331339850183,62.3959465279,
-0.172375735685,0.170414868992,-0.25361815693,-0.329294542466,78.4346679975,
0.0830759040115,-0.0821308709269,-0.25361815693,-0.329294542466,94.4049648875,
0.0332844827147,-0.0329058538241,-0.251572849213,-0.331339850183,110.796500596,
-0.0338256938157,0.0334409083579,-0.251572849213,-0.331339850183,126.41312794,
-4.96254413244e-15,-1.63229093624e-15,-0.251572849213,-0.331339850183,142.403952204,
5.21885833221e-15,-4.17593536978e-15,-0.251572849213,-0.331339850183,158.400335965,
-1.86756997089e-16,-1.63229093624e-15,-0.251572849213,-0.331339850183,175.611683668,
0.0115007358974,-1.63229093624e-15,-0.25361815693,-0.331339850183,190.383267453,
0.0830759040115,-1.34469623756e-15,-0.25361815693,-0.331339850183,206.35313669,
0.0332844827147,-1.63229093624e-15,-0.251572849213,-0.331339850183,222.313169893,
-0.0338256938158,-1.34469623756e-15,-0.251572849213,-0.331339850183,238.339061754,
5.21885833221e-15,-1.34469623756e-15,-0.251572849213,-0.331339850183,254.298667303,
-4.96254413244e-15,1.17678679258e-16,-0.251572849213,-0.331339850183,270.295478718,
5.21885833221e-15,-1.34469623756e-15,-0.251572849213,-0.331339850183,286.292290132,
-4.96254413244e-15,-1.63229093624e-15,-0.251572849213,-0.331339850183,302.300220541,
5.21885833221e-15,-4.17593536978e-15,-0.251572849213,-0.331339850183,318.313282793,
-4.96254413244e-15,-1.34469623756e-15,-0.251572849213,-0.331339850183,334.304534711,
-1.86756997089e-16,-1.34469623756e-15,-0.251572849213,-0.331339850183,350.291937746,
5.21885833221e-15,-1.34469623756e-15,-0.251572849213,-0.331339850183,366.249832681,
-4.96254413244e-15,-1.34469623756e-15,-0.251572849213,-0.331339850183,382.24963767,
0.0115007358974,-1.34469623756e-15,-0.25361815693,-0.331339850183,398.234474784,
0.0783403068773,-1.34469623756e-15,-0.251572849213,-0.331339850183,414.230003237,
-0.00460029435894,0.0568495442084,-0.25361815693,-0.341566388769,430.222965769,
-0.0779343985515,0.375875809942,-0.25361815693,-0.329294542466,446.187275509,
0.0784756096525,-0.157038505649,-0.255663464648,-0.331339850183,462.146881058,
0.127725819848,0.0955072342701,-0.251572849213,-0.331339850183,478.154811467,
0.0171834524584,-0.0159178723783,-0.251572849213,-0.331339850183,494.184979864,
-0.0177246635595,-1.63229093624e-15,-0.251572849213,-0.331339850183,510.171527592,
-4.96254413244e-15,-1.34469623756e-15,-0.251572849213,-0.331339850183,526.413812186,
-4.96254413244e-15,-1.34469623756e-15,-0.251572849213,-0.331339850183,542.181401258,
-4.96254413244e-15,-1.34469623756e-15,-0.251572849213,-0.331339850183,558.173936137,
5.21885833221e-15,-4.17593536978e-15,-0.251572849213,-0.331339850183,574.361053414,
-4.96254413244e-15,1.17678679258e-16,-0.251572849213,-0.331339850183,590.214173211,
5.21885833221e-15,1.17678679258e-16,-0.251572849213,-0.331339850183,606.821673999,
-1.86756997089e-16,-1.34469623756e-15,-0.251572849213,-0.331339850183,622.179570901,
-4.96254413244e-15,-4.17593536978e-15,-0.251572849213,-0.331339850183,638.127202149,
0.0230014717947,1.17678679258e-16,-0.255663464648,-0.331339850183,654.100920268,
0.156680613755,-1.63229093624e-15,-0.251572849213,-0.331339850183,670.120397324,
-0.0322020605126,-1.34469623756e-15,-0.251572849213,-0.331339850183,686.15869114,
0.0322020605126,-1.34469623756e-15,-0.251572849213,-0.331339850183,702.069544177,
5.21885833221e-15,-1.34469623756e-15,-0.251572849213,-0.331339850183,717.932927661,
-1.86756997089e-16,0.170414868992,-0.251572849213,-0.329294542466,734.155540189,
5.21885833221e-15,-0.0821308709269,-0.251572849213,-0.329294542466,750.081361102,
-4.96254413244e-15,-0.0329058538241,-0.251572849213,-0.331339850183,766.091857432,
0.0115007358974,0.0334409083579,-0.25361815693,-0.331339850183,782.048469406,
0.0783403068773,-1.63229093624e-15,-0.251572849213,-0.331339850183,798.026464061,
-0.0161010302563,1.17678679258e-16,-0.251572849213,-0.331339850183,814.031400895,
-0.0338256938158,0.170414868992,-0.251572849213,-0.329294542466,830.423364257,
-0.0230014717947,-0.0821308709269,-0.247482233779,-0.329294542466,846.007062272,
-0.191182821447,-0.0329058538241,-0.245436926062,-0.331339850183,861.97949743,
-0.202818860119,0.0159178723783,-0.251572849213,-0.331339850183,877.971177001,
0.0161010302563,-0.0159178723783,-0.251572849213,-0.331339850183,893.973975566,
-0.0483030907689,-1.34469623756e-15,-0.251572849213,-0.331339850183,909.959667987,
-1.86756997089e-16,1.17678679258e-16,-0.251572849213,-0.331339850183,925.956051748,
-3.19717369993e-15,-0.0113699088417,-0.251572849213,-0.329294542466,941.948158973,
-4.96254413244e-15,-0.0774491437568,-0.251572849213,-0.331339850183,957.930430164,
5.21885833221e-15,0.0159178723783,-0.251572849213,-0.331339850183,973.933228729,
-3.19717369993e-15,-0.0159178723783,-0.251572849213,-0.331339850183,990.686559403,
-0.172375735685,1.17678679258e-16,-0.25361815693,-0.331339850183,1007.10931383,
