lower angle,upper angle,lower velocity,upper velocity,mills since start,
-0.521553467881,-0.838576164044,-5.94153704834e-15,-0.0113701536198,16.4210438084,
-0.521553467881,-0.840621471761,-2.85554946217e-15,-0.0774508111277,32.7107979546,
-0.521553467881,-0.840621471761,-2.85554946217e-15,0.0159182150677,49.8293448218,
-0.521553467881,-0.840621471761,2.44401568935e-15,-0.0159182150677,65.8022076335,
-0.521553467881,-0.840621471761,-2.85554946217e-15,-1.40013121362e-14,81.9991609436,
-0.521553467881,-0.838576164044,2.44401568935e-15,-0.0113701536198,97.9763002915,
-0.521553467881,-0.840621471761,-5.94153704834e-15,-0.0774508111277,114.044102208,
-0.521553467881,-0.840621471761,4.08895943346e-15,0.0159182150677,129.93913206,
-0.521553467881,-0.840621471761,2.44401568935e-15,-0.0159182150677,145.962457999,
-0.521553467881,-0.840621471761,4.08895943346e-15,-1.40013121362e-14,161.938314386,
-0.519508160164,-0.840621471761,0.172362895289,-1.1363045816e-14,177.949666024,
-0.519508160164,-0.840621471761,-0.0830697156258,-1.1363045816e-14,193.951181628,
-0.521553467881,-0.840621471761,-0.0332820033289,-1.1363045816e-14,209.918912597,
-0.521553467881,-0.840621471761,0.0338231741147,-1.94958242509e-15,225.933685463,
-0.519508160164,-0.838576164044,-0.011499879199,0.170418537784,241.918094923,
-0.521553467881,-0.838576164044,-0.0783344712497,-0.0821326390888,257.909774494,
-0.521553467881,-0.840621471761,0.0160998308786,-0.0329065622408,273.900171104,
-0.521553467881,-0.840621471761,0.0338231741147,0.0334416282935,289.896982519,
-0.521553467881,-0.840621471761,4.08895943346e-15,-1.1363045816e-14,305.892510973,
-0.521553467881,-0.840621471761,-5.94153704834e-15,-1.40013121362e-14,321.879486354,
-0.521553467881,-0.840621471761,2.44401568935e-15,-1.40013121362e-14,337.839519557,
-0.521553467881,-0.840621471761,2.44401568935e-15,-1.1363045816e-14,354.353791855,
-0.521553467881,-0.840621471761,2.44401568935e-15,-1.1363045816e-14,369.847682609,
-0.521553467881,-0.840621471761,2.44401568935e-15,-1.40013121362e-14,385.842783409,
-0.521553467881,-0.838576164044,-5.94153704834e-15,0.170418537784,401.840877785,
-0.521553467881,-0.836530856327,2.44401568935e-15,-0.0935027927086,417.791930262,
-0.521553467881,-0.840621471761,2.44401568935e-15,-0.110357373368,435.105487181,
-0.521553467881,-0.840621471761,2.44401568935e-15,0.0493598433612,449.796672085,
-0.521553467881,-0.840621471761,4.08895943346e-15,0.0175234132258,465.828123443,
-0.521553467881,-0.840621471761,4.08895943346e-15,-1.1363045816e-14,481.714600223,
-0.521553467881,-0.840621471761,2.44401568935e-15,-1.1363045816e-14,497.772566106,
-0.521553467881,-0.840621471761,-2.85554946217e-15,-1.1363045816e-14,513.862178356,
-0.521553467881,-0.840621471761,-5.94153704834e-15,-1.1363045816e-14,529.75849117,
-0.521553467881,-0.840621471761,-5.94153704834e-15,-1.40013121362e-14,545.833135544,
-0.521553467881,-0.838576164044,2.44401568935e-15,0.170418537784,561.750403384,
-0.521553467881,-0.838576164044,4.08895943346e-15,-0.0821326390888,577.702738822,
-0.521553467881,-0.840621471761,2.44401568935e-15,-0.0329065622408,593.73889437,
-0.521553467881,-0.840621471761,2.44401568935e-15,0.0334416282935,609.656589864,
-0.521553467881,-0.840621471761,2.44401568935e-15,-1.40013121362e-14,625.669224463,
-0.521553467881,-0.840621471761,4.08895943346e-15,-1.94958242509e-15,642.671021891,
-0.521553467881,-0.838576164044,2.44401568935e-15,0.170418537784,657.620509584,
-0.521553467881,-0.838576164044,2.44401568935e-15,-0.0821326390888,674.924230469,
-0.521553467881,-0.840621471761,-5.94153704834e-15,-0.0329065622408,689.643640513,
-0.531780006467,-0.840621471761,0.0574993959951,0.0159182150677,705.610516174,
-0.521553467881,-0.840621471761,0.391672356249,-0.0159182150677,722.22614238,
-0.521553467881,-0.842666779479,-0.0804991543931,0.0113701536198,737.520746546,
-0.521553467881,-0.840621471761,0.0804991543931,0.0774508111277,753.533808799,
-0.521553467881,-0.840621471761,-5.94153704834e-15,-0.0159182150677,768.553859339,
-0.521553467881,-0.840621471761,-5.94153704834e-15,0.0159182150677,784.563928016,
-0.521553467881,-0.840621471761,4.08895943346e-15,-1.1363045816e-14,800.823746408,
-0.521553467881,-0.840621471761,-2.85554946217e-15,-1.40013121362e-14,816.648641066,
-0.521553467881,-0.838576164044,-2.85554946217e-15,0.170418537784,833.588428719,
-0.521553467881,-0.838576164044,4.08895943346e-15,-0.0821326390888,850.654374191,
-0.519508160164,-0.840621471761,0.172362895289,-0.0329065622408,865.467012724,
-0.519508160164,-0.840621471761,-0.0830697156258,0.0334416282935,881.723837541,
-0.521553467881,-0.840621471761,-0.0332820033289,-1.1363045816e-14,897.653934991,
-0.521553467881,-0.840621471761,0.0338231741147,-1.40013121362e-14,913.590019591,
-0.519508160164,-0.840621471761,0.172362895289,-1.40013121362e-14,929.508142739,
-0.519508160164,-0.840621471761,-0.0830697156258,-1.1363045816e-14,945.427548848,
-0.521553467881,-0.838576164044,-0.0783344712497,0.170418537784,961.555222271,
-0.519508160164,-0.836530856327,0.188462726167,0.0882858986948,977.526374468,
-0.519508160164,-0.836530856327,-0.0991695465044,0.055379336454,993.485552364,
-0.523598775598,-0.838576164044,-0.205644898618,-0.0815975730361,1009.48279143,
-0.523598775598,-0.840621471761,0.116892889741,0.000535066052699,1025.45565424,
-0.521553467881,-0.838576164044,0.0332820033289,0.203860166077,1041.41953633,
-0.519508160164,-0.836530856327,-0.0453230533138,0.0882858986948,1057.43644746,
-0.521553467881,-0.836530856327,-0.0783344712497,0.055379336454,1073.40375078,
-0.521553467881,-0.836530856327,0.0160998308786,0.0888209647475,1089.37875186,
-0.521553467881,-0.836530856327,-0.0160998308786,-0.0929677266559,1105.39951188,
-0.521553467881,-0.838576164044,4.08895943346e-15,0.0935027927086,1121.38862553,
-0.521553467881,-0.838576164044,4.08895943346e-15,-0.0327727957276,1137.39612828,
-0.521553467881,-0.840621471761,4.08895943346e-15,-0.0599273979019,1153.42929025,
-0.521553467881,-0.840621471761,4.08895943346e-15,0.0159182150677,1169.36708547,
